Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Drug_condition_and_replicate,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SAMPLE_TYPE,SRA Study,STRAIN,Subsample,Time_point_(passage)
SRR10554267,WCS,59,58089866,PRJNA592371,SAMN13423875,"Microbe\, viral or environmental",19481672,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low CMP r3,SRX7236351,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-44_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-44_subsample-1,Culture,SRP233631,K-12 MG1655,1,44
SRR10554268,WCS,59,57559987,PRJNA592371,SAMN13423874,"Microbe\, viral or environmental",20750016,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Ultra-low CMP r3,SRX7236350,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-40_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-40_subsample-4,Culture,SRP233631,K-12 MG1655,4,40
SRR10554269,WCS,59,58550597,PRJNA592371,SAMN13423873,"Microbe\, viral or environmental",21046485,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Ultra-low CMP r3,SRX7236349,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-40_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-40_subsample-3,Culture,SRP233631,K-12 MG1655,3,40
SRR10554270,WCS,59,58586174,PRJNA592371,SAMN13423872,"Microbe\, viral or environmental",20117902,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Ultra-low CMP r3,SRX7236348,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-40_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-40_subsample-2,Culture,SRP233631,K-12 MG1655,2,40
SRR10554271,WCS,59,59880516,PRJNA592371,SAMN13423871,"Microbe\, viral or environmental",20880629,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low CMP r3,SRX7236347,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-40_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-40_subsample-1,Culture,SRP233631,K-12 MG1655,1,40
SRR10554272,WCS,59,68691989,PRJNA592371,SAMN13423870,"Microbe\, viral or environmental",23861069,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Ultra-low CMP r3,SRX7236346,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-38_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-38_subsample-4,Culture,SRP233631,K-12 MG1655,4,38
SRR10554273,WCS,59,69401228,PRJNA592371,SAMN13423869,"Microbe\, viral or environmental",24124439,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Ultra-low CMP r3,SRX7236345,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-38_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-38_subsample-3,Culture,SRP233631,K-12 MG1655,3,38
SRR10554274,WCS,59,68784383,PRJNA592371,SAMN13423868,"Microbe\, viral or environmental",22967698,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low CMP r3,SRX7236344,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-38_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-38_subsample-2,Culture,SRP233631,K-12 MG1655,2,38
SRR10554275,WCS,59,70408889,PRJNA592371,SAMN13423867,"Microbe\, viral or environmental",23864760,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low CMP r3,SRX7236343,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-38_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-38_subsample-1,Culture,SRP233631,K-12 MG1655,1,38
SRR10554276,WCS,50,31741200,PRJNA592371,SAMN13423561,"Microbe\, viral or environmental",7502315,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Low CMP r1,SRX7236342,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-A1_passage-48_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-A1_passage-48_subsample-3,Culture,SRP233631,K-12 MG1655,3,48
SRR10554277,WCS,59,66597253,PRJNA592371,SAMN13423866,"Microbe\, viral or environmental",23242862,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",Ultra-low CMP r3,SRX7236341,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-30_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-30_subsample-4,Culture,SRP233631,K-12 MG1655,4,30
SRR10554278,WCS,59,67345786,PRJNA592371,SAMN13423865,"Microbe\, viral or environmental",23554516,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Ultra-low CMP r3,SRX7236340,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-30_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-30_subsample-3,Culture,SRP233631,K-12 MG1655,3,30
SRR10554279,WCS,59,66816556,PRJNA592371,SAMN13423864,"Microbe\, viral or environmental",22451390,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Ultra-low CMP r3,SRX7236339,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-30_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-30_subsample-2,Culture,SRP233631,K-12 MG1655,2,30
SRR10554280,WCS,59,68471742,PRJNA592371,SAMN13423863,"Microbe\, viral or environmental",23358485,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Ultra-low CMP r3,SRX7236338,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-30_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-30_subsample-1,Culture,SRP233631,K-12 MG1655,1,30
SRR10554281,WCS,59,65205974,PRJNA592371,SAMN13423862,"Microbe\, viral or environmental",23222054,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low CMP r3,SRX7236337,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-26_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-26_subsample-4,Culture,SRP233631,K-12 MG1655,4,26
SRR10554282,WCS,59,65988550,PRJNA592371,SAMN13423861,"Microbe\, viral or environmental",23457436,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low CMP r3,SRX7236336,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-26_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-26_subsample-3,Culture,SRP233631,K-12 MG1655,3,26
SRR10554283,WCS,59,65417135,PRJNA592371,SAMN13423860,"Microbe\, viral or environmental",22370243,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Ultra-low CMP r3,SRX7236335,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-26_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-26_subsample-2,Culture,SRP233631,K-12 MG1655,2,26
SRR10554284,WCS,59,67080286,PRJNA592371,SAMN13423859,"Microbe\, viral or environmental",23243730,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low CMP r3,SRX7236334,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-26_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-26_subsample-1,Culture,SRP233631,K-12 MG1655,1,26
SRR10554285,WCS,59,68674466,PRJNA592371,SAMN13423858,"Microbe\, viral or environmental",24762572,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Ultra-low CMP r3,SRX7236333,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-20_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-20_subsample-4,Culture,SRP233631,K-12 MG1655,4,20
SRR10554286,WCS,59,69385534,PRJNA592371,SAMN13423857,"Microbe\, viral or environmental",25059419,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low CMP r3,SRX7236332,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-20_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-20_subsample-3,Culture,SRP233631,K-12 MG1655,3,20
SRR10554287,WCS,50,31392150,PRJNA592371,SAMN13423560,"Microbe\, viral or environmental",7032985,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Low CMP r1,SRX7236331,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-A1_passage-48_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-A1_passage-48_subsample-2,Culture,SRP233631,K-12 MG1655,2,48
SRR10554288,WCS,59,69006636,PRJNA592371,SAMN13423856,"Microbe\, viral or environmental",23975306,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Ultra-low CMP r3,SRX7236330,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-20_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-20_subsample-2,Culture,SRP233631,K-12 MG1655,2,20
SRR10554289,WCS,59,70668902,PRJNA592371,SAMN13423855,"Microbe\, viral or environmental",24931112,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Ultra-low CMP r3,SRX7236329,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-20_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-20_subsample-1,Culture,SRP233631,K-12 MG1655,1,20
SRR10554290,WCS,59,10797,PRJNA592371,SAMN13423854,"Microbe\, viral or environmental",87060,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low CMP r3,SRX7236328,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-12_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-12_subsample-4,Culture,SRP233631,K-12 MG1655,4,12
SRR10554291,WCS,59,8437,PRJNA592371,SAMN13423853,"Microbe\, viral or environmental",84136,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Ultra-low CMP r3,SRX7236327,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-12_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-12_subsample-3,Culture,SRP233631,K-12 MG1655,3,12
SRR10554292,WCS,59,9322,PRJNA592371,SAMN13423852,"Microbe\, viral or environmental",84911,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low CMP r3,SRX7236326,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-12_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-12_subsample-2,Culture,SRP233631,K-12 MG1655,2,12
SRR10554293,WCS,59,8319,PRJNA592371,SAMN13423851,"Microbe\, viral or environmental",84604,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",Ultra-low CMP r3,SRX7236325,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-12_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-12_subsample-1,Culture,SRP233631,K-12 MG1655,1,12
SRR10554294,WCS,59,76560642,PRJNA592371,SAMN13423850,"Microbe\, viral or environmental",27954093,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",Ultra-low CMP r3,SRX7236324,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-10_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-10_subsample-4,Culture,SRP233631,K-12 MG1655,4,10
SRR10554295,WCS,59,77452073,PRJNA592371,SAMN13423849,"Microbe\, viral or environmental",28330652,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Ultra-low CMP r3,SRX7236323,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-10_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-10_subsample-3,Culture,SRP233631,K-12 MG1655,3,10
SRR10554296,WCS,59,76823015,PRJNA592371,SAMN13423848,"Microbe\, viral or environmental",27043444,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Ultra-low CMP r3,SRX7236322,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-10_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-10_subsample-2,Culture,SRP233631,K-12 MG1655,2,10
SRR10554297,WCS,59,78891260,PRJNA592371,SAMN13423847,"Microbe\, viral or environmental",28186382,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low CMP r3,SRX7236321,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-10_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-10_subsample-1,Culture,SRP233631,K-12 MG1655,1,10
SRR10554298,WCS,50,31054200,PRJNA592371,SAMN13423559,"Microbe\, viral or environmental",7534717,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Low CMP r1,SRX7236320,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-A1_passage-48_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-A1_passage-48_subsample-1,Culture,SRP233631,K-12 MG1655,1,48
SRR10554299,WCS,59,59145199,PRJNA592371,SAMN13423846,"Microbe\, viral or environmental",21697263,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low CMP r3,SRX7236319,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-08_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-08_subsample-4,Culture,SRP233631,K-12 MG1655,4,8
SRR10554300,WCS,59,59908128,PRJNA592371,SAMN13423845,"Microbe\, viral or environmental",21989573,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",Ultra-low CMP r3,SRX7236318,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-08_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-08_subsample-3,Culture,SRP233631,K-12 MG1655,3,8
SRR10554301,WCS,59,59565397,PRJNA592371,SAMN13423844,"Microbe\, viral or environmental",21048817,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",Ultra-low CMP r3,SRX7236317,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-08_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-08_subsample-2,Culture,SRP233631,K-12 MG1655,2,8
SRR10554302,WCS,59,61090842,PRJNA592371,SAMN13423843,"Microbe\, viral or environmental",21899516,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",Ultra-low CMP r3,SRX7236316,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-C3_passage-08_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-C3_passage-08_subsample-1,Culture,SRP233631,K-12 MG1655,1,8
SRR10554303,WCS,50,28923600,PRJNA592371,SAMN13423842,"Microbe\, viral or environmental",4659340,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Ultra-low CMP r2,SRX7236315,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B3_passage-70_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B3_passage-70_subsample-4,Culture,SRP233631,K-12 MG1655,4,70
SRR10554304,WCS,50,29338150,PRJNA592371,SAMN13423841,"Microbe\, viral or environmental",4598492,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low CMP r2,SRX7236314,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B3_passage-70_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B3_passage-70_subsample-3,Culture,SRP233631,K-12 MG1655,3,70
SRR10554305,WCS,50,28991250,PRJNA592371,SAMN13423840,"Microbe\, viral or environmental",4198241,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low CMP r2,SRX7236313,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B3_passage-70_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B3_passage-70_subsample-2,Culture,SRP233631,K-12 MG1655,2,70
SRR10554306,WCS,50,28562900,PRJNA592371,SAMN13423839,"Microbe\, viral or environmental",4663016,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low CMP r2,SRX7236312,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B3_passage-70_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B3_passage-70_subsample-1,Culture,SRP233631,K-12 MG1655,1,70
SRR10554307,WCS,50,24462950,PRJNA592371,SAMN13423838,"Microbe\, viral or environmental",3104365,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Ultra-low CMP r2,SRX7236311,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B3_passage-68_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B3_passage-68_subsample-4,Culture,SRP233631,K-12 MG1655,4,68
SRR10554308,WCS,50,24861300,PRJNA592371,SAMN13423837,"Microbe\, viral or environmental",3055805,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low CMP r2,SRX7236310,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B3_passage-68_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B3_passage-68_subsample-3,Culture,SRP233631,K-12 MG1655,3,68
SRR10554309,WCS,50,25265050,PRJNA592371,SAMN13423558,"Microbe\, viral or environmental",5919817,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Low CMP r1,SRX7236309,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-A1_passage-44_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-A1_passage-44_subsample-4,Culture,SRP233631,K-12 MG1655,4,44
SRR10554310,WCS,50,24448500,PRJNA592371,SAMN13423836,"Microbe\, viral or environmental",2683470,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low CMP r2,SRX7236308,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B3_passage-68_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B3_passage-68_subsample-2,Culture,SRP233631,K-12 MG1655,2,68
SRR10554311,WCS,50,24357850,PRJNA592371,SAMN13423835,"Microbe\, viral or environmental",3150533,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Ultra-low CMP r2,SRX7236307,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B3_passage-68_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B3_passage-68_subsample-1,Culture,SRP233631,K-12 MG1655,1,68
SRR10554312,WCS,50,27018350,PRJNA592371,SAMN13423834,"Microbe\, viral or environmental",4246504,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",Ultra-low CMP r2,SRX7236306,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B3_passage-66_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B3_passage-66_subsample-4,Culture,SRP233631,K-12 MG1655,4,66
SRR10554313,WCS,50,27392300,PRJNA592371,SAMN13423833,"Microbe\, viral or environmental",4219900,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",Ultra-low CMP r2,SRX7236305,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B3_passage-66_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B3_passage-66_subsample-3,Culture,SRP233631,K-12 MG1655,3,66
SRR10554314,WCS,50,27035000,PRJNA592371,SAMN13423832,"Microbe\, viral or environmental",3785034,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",Ultra-low CMP r2,SRX7236304,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B3_passage-66_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B3_passage-66_subsample-2,Culture,SRP233631,K-12 MG1655,2,66
SRR10554315,WCS,50,26930100,PRJNA592371,SAMN13423831,"Microbe\, viral or environmental",4282209,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low CMP r2,SRX7236303,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B3_passage-66_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B3_passage-66_subsample-1,Culture,SRP233631,K-12 MG1655,1,66
SRR10554316,WCS,50,28072500,PRJNA592371,SAMN13423830,"Microbe\, viral or environmental",4047916,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",Ultra-low CMP r2,SRX7236302,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B3_passage-62_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B3_passage-62_subsample-4,Culture,SRP233631,K-12 MG1655,4,62
SRR10554317,WCS,50,28475250,PRJNA592371,SAMN13423829,"Microbe\, viral or environmental",4003401,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Ultra-low CMP r2,SRX7236301,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B3_passage-62_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B3_passage-62_subsample-3,Culture,SRP233631,K-12 MG1655,3,62
SRR10554318,WCS,50,28049550,PRJNA592371,SAMN13423828,"Microbe\, viral or environmental",3550292,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Ultra-low CMP r2,SRX7236300,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B3_passage-62_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B3_passage-62_subsample-2,Culture,SRP233631,K-12 MG1655,2,62
SRR10554319,WCS,50,27754150,PRJNA592371,SAMN13423827,"Microbe\, viral or environmental",4077598,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Ultra-low CMP r2,SRX7236299,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B3_passage-62_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B3_passage-62_subsample-1,Culture,SRP233631,K-12 MG1655,1,62
